complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
2976,"electricity","outage","Voltage fluctuations damaging electronics in BTM Layout","Voltage fluctuations damaging electronics in BTM Layout.","BTM Layout Ward 122",63,12.8827,77.4776,"medium","resolved",2024-11-22,2024-11-25,67
2977,"electricity","outage","Street lights not working in Koramangala for 1 days","Street lights not working in Koramangala for 1 days. Safety concern.","Koramangala Ward 2",16,12.9249,77.6429,"medium","pending",2024-11-19,,
2978,"water","pressure","Pipeline leakage near park entrance wasting water for past 2 days","Pipeline leakage near park entrance wasting water for past 2 days.","Hebbal Ward 127",153,12.9893,77.6640,"medium","escalated",2024-07-05,,
2979,"roads","pothole","Road surface damaged in CV Raman Nagar","Road surface damaged in CV Raman Nagar. Needs resurfacing.","CV Raman Nagar Ward 37",161,12.9223,77.4932,"medium","in-progress",2024-11-01,,
2980,"electricity","outage","Voltage fluctuations damaging electronics in Yelahanka","Voltage fluctuations damaging electronics in Yelahanka.","Yelahanka Ward 50",10,12.9995,77.4576,"medium","escalated",2024-12-23,,
2981,"electricity","billing","Street lights not working in Rajajinagar for 2 days","Street lights not working in Rajajinagar for 2 days. Safety concern.","Rajajinagar Ward 134",60,12.9103,77.6398,"medium","pending",2024-04-08,,
2982,"electricity","outage","Electric pole damaged near commercial center","Electric pole damaged near commercial center. Needs repair.","RT Nagar Ward 99",10,12.8523,77.6261,"medium","in-progress",2024-02-01,,
2983,"roads","repair","Road surface damaged in Hebbal","Road surface damaged in Hebbal. Needs resurfacing.","Hebbal Ward 137",185,13.0710,77.6532,"medium","in-progress",2024-03-12,,
2984,"electricity","outage","Power cuts 10 times daily in Banashankari","Power cuts 10 times daily in Banashankari. Work disruption.","Banashankari Ward 169",31,13.0955,77.5580,"medium","pending",2024-08-06,,
2985,"roads","flooding","Road marking faded on Banashankari causing confusion","Road marking faded on Banashankari causing confusion.","Banashankari Ward 118",122,12.8395,77.4999,"medium","resolved",2024-10-03,2024-10-08,104
2986,"electricity","outage","Voltage fluctuations damaging electronics in CV Raman Nagar","Voltage fluctuations damaging electronics in CV Raman Nagar.","CV Raman Nagar Ward 12",59,13.0547,77.6885,"medium","pending",2024-12-01,,
2987,"water","quality","Pipeline leakage near main junction wasting water for past 6 days","Pipeline leakage near main junction wasting water for past 6 days.","Electronic City Ward 73",9,13.0523,77.4860,"medium","resolved",2024-04-19,2024-04-21,49
2988,"roads","repair","Road marking faded on Marathahalli causing confusion","Road marking faded on Marathahalli causing confusion.","Marathahalli Ward 180",97,13.0238,77.6140,"medium","resolved",2024-07-18,2024-07-19,27
2989,"water","pressure","Pipeline leakage near temple wasting water for past 6 days","Pipeline leakage near temple wasting water for past 6 days.","Jayanagar Ward 54",179,12.9844,77.5795,"medium","escalated",2024-10-03,,
2990,"roads","repair","Waterlogging issue in RT Nagar during monsoon","Waterlogging issue in RT Nagar during monsoon.","RT Nagar Ward 184",148,12.9339,77.5502,"medium","resolved",2024-04-16,2024-04-19,69
2991,"roads","repair","Road marking faded on Jayanagar causing confusion","Road marking faded on Jayanagar causing confusion.","Jayanagar Ward 84",17,13.0175,77.6927,"medium","pending",2024-08-19,,
2992,"electricity","billing","Street lights not working in Yelahanka for 7 days","Street lights not working in Yelahanka for 7 days. Safety concern.","Yelahanka Ward 40",127,13.0983,77.4519,"medium","resolved",2024-04-16,2024-04-18,46
2993,"water","supply","Pipeline leakage near commercial center wasting water for past 5 days","Pipeline leakage near commercial center wasting water for past 5 days.","JP Nagar Ward 177",159,13.0014,77.4825,"medium","resolved",2024-07-25,2024-07-26,15
2994,"water","supply","Irregular water supply schedule in HSR Layout","Irregular water supply schedule in HSR Layout. Request for timely supply.","HSR Layout Ward 91",35,12.9895,77.5196,"medium","in-progress",2024-10-19,,
2995,"electricity","billing","Street lights not working in Yelahanka for 4 days","Street lights not working in Yelahanka for 4 days. Safety concern.","Yelahanka Ward 129",97,12.9723,77.5884,"medium","pending",2024-02-04,,
2996,"water","pressure","Irregular water supply schedule in CV Raman Nagar","Irregular water supply schedule in CV Raman Nagar. Request for timely supply.","CV Raman Nagar Ward 141",102,12.8402,77.4856,"medium","escalated",2024-01-02,,
2997,"roads","repair","Road surface damaged in Whitefield","Road surface damaged in Whitefield. Needs resurfacing.","Whitefield Ward 26",101,13.0646,77.6381,"medium","in-progress",2024-02-18,,
2998,"water","pressure","Water meter malfunction in CV Raman Nagar","Water meter malfunction in CV Raman Nagar. Billing discrepancy issues.","CV Raman Nagar Ward 82",178,12.8485,77.6475,"medium","pending",2024-11-13,,
2999,"roads","repair","Road marking faded on Jayanagar causing confusion","Road marking faded on Jayanagar causing confusion.","Jayanagar Ward 4",73,12.8792,77.4849,"medium","resolved",2024-07-19,2024-07-24,112
3000,"water","supply","Pipeline leakage near police station wasting water for past 5 days","Pipeline leakage near police station wasting water for past 5 days.","Kammanahalli Ward 133",140,12.9835,77.5806,"medium","in-progress",2024-09-13,,
3001,"roads","flooding","Road surface damaged in Sarjapur Road","Road surface damaged in Sarjapur Road. Needs resurfacing.","Sarjapur Road Ward 191",144,13.0410,77.7286,"medium","in-progress",2024-04-22,,
3002,"water","leakage","Irregular water supply schedule in Kammanahalli","Irregular water supply schedule in Kammanahalli. Request for timely supply.","Kammanahalli Ward 27",54,12.8751,77.6193,"medium","pending",2024-12-18,,
3003,"roads","maintenance","Road marking faded on Jayanagar causing confusion","Road marking faded on Jayanagar causing confusion.","Jayanagar Ward 117",75,12.8301,77.5002,"medium","in-progress",2024-10-05,,
3004,"water","quality","Pipeline leakage near temple wasting water for past 5 days","Pipeline leakage near temple wasting water for past 5 days.","Koramangala Ward 47",92,12.8243,77.5521,"medium","pending",2024-11-30,,
3005,"roads","pothole","Multiple potholes on Hebbal road","Multiple potholes on Hebbal road. Vehicle damage risk.","Hebbal Ward 29",34,12.8955,77.6173,"medium","in-progress",2024-02-20,,
3006,"roads","pothole","Multiple potholes on Malleshwaram road","Multiple potholes on Malleshwaram road. Vehicle damage risk.","Malleshwaram Ward 10",155,12.9528,77.5449,"medium","pending",2024-03-15,,
3007,"water","supply","Irregular water supply schedule in BTM Layout","Irregular water supply schedule in BTM Layout. Request for timely supply.","BTM Layout Ward 40",55,13.0456,77.5701,"medium","escalated",2024-02-27,,
3008,"water","pressure","Low water pressure in Marathahalli during morning hours","Low water pressure in Marathahalli during morning hours. Difficulty filling tanks.","Marathahalli Ward 17",128,12.9050,77.6579,"medium","pending",2024-03-12,,
3009,"roads","repair","Waterlogging issue in Sarjapur Road during monsoon","Waterlogging issue in Sarjapur Road during monsoon.","Sarjapur Road Ward 158",116,13.1057,77.5418,"medium","escalated",2024-07-05,,
3010,"electricity","transformer","Electric pole damaged near main junction","Electric pole damaged near main junction. Needs repair.","Sarjapur Road Ward 135",199,12.9455,77.4743,"medium","resolved",2024-01-19,2024-01-20,28
3011,"electricity","transformer","Street lights not working in CV Raman Nagar for 6 days","Street lights not working in CV Raman Nagar for 6 days. Safety concern.","CV Raman Nagar Ward 5",102,13.1155,77.6353,"medium","escalated",2024-02-06,,
3012,"water","supply","Low water pressure in HSR Layout during morning hours","Low water pressure in HSR Layout during morning hours. Difficulty filling tanks.","HSR Layout Ward 122",71,12.8957,77.4911,"medium","pending",2024-05-01,,
3013,"roads","repair","Multiple potholes on Rajajinagar road","Multiple potholes on Rajajinagar road. Vehicle damage risk.","Rajajinagar Ward 156",108,13.0642,77.5077,"medium","in-progress",2024-11-21,,
3014,"roads","repair","Road surface damaged in Malleshwaram","Road surface damaged in Malleshwaram. Needs resurfacing.","Malleshwaram Ward 70",53,12.9748,77.6116,"medium","pending",2024-05-14,,
3015,"roads","repair","Road marking faded on Marathahalli causing confusion","Road marking faded on Marathahalli causing confusion.","Marathahalli Ward 27",136,12.9687,77.7065,"medium","in-progress",2024-01-17,,
3016,"electricity","transformer","Voltage fluctuations damaging electronics in CV Raman Nagar","Voltage fluctuations damaging electronics in CV Raman Nagar.","CV Raman Nagar Ward 100",64,13.0871,77.5326,"medium","in-progress",2024-09-14,,
3017,"water","pressure","Pipeline leakage near police station wasting water for past 6 days","Pipeline leakage near police station wasting water for past 6 days.","Hebbal Ward 79",148,13.1198,77.5463,"medium","pending",2024-07-04,,
3018,"roads","flooding","Road marking faded on CV Raman Nagar causing confusion","Road marking faded on CV Raman Nagar causing confusion.","CV Raman Nagar Ward 142",123,12.8550,77.4640,"medium","pending",2024-06-04,,
3019,"electricity","billing","Street lights not working in HSR Layout for 6 days","Street lights not working in HSR Layout for 6 days. Safety concern.","HSR Layout Ward 104",164,13.0827,77.4939,"medium","escalated",2024-06-06,,
3020,"water","supply","Water meter malfunction in Jayanagar","Water meter malfunction in Jayanagar. Billing discrepancy issues.","Jayanagar Ward 12",89,13.0566,77.4699,"medium","escalated",2024-08-27,,
3021,"roads","maintenance","Multiple potholes on Yelahanka road","Multiple potholes on Yelahanka road. Vehicle damage risk.","Yelahanka Ward 23",169,12.9460,77.6222,"medium","resolved",2024-11-14,2024-11-18,78
3022,"electricity","outage","Voltage fluctuations damaging electronics in Koramangala","Voltage fluctuations damaging electronics in Koramangala.","Koramangala Ward 164",99,12.9492,77.6064,"medium","pending",2024-05-04,,
3023,"water","quality","Pipeline leakage near main junction wasting water for past 7 days","Pipeline leakage near main junction wasting water for past 7 days.","JP Nagar Ward 30",194,13.0076,77.5217,"medium","in-progress",2024-01-12,,
3024,"electricity","transformer","Voltage fluctuations damaging electronics in Vijayanagar","Voltage fluctuations damaging electronics in Vijayanagar.","Vijayanagar Ward 59",48,13.0829,77.5790,"medium","resolved",2024-08-09,2024-08-12,57
3025,"electricity","billing","Street lights not working in Basavanagudi for 1 days","Street lights not working in Basavanagudi for 1 days. Safety concern.","Basavanagudi Ward 161",139,13.0143,77.6264,"medium","pending",2024-11-12,,
3026,"electricity","transformer","Power cuts 11 times daily in HSR Layout","Power cuts 11 times daily in HSR Layout. Work disruption.","HSR Layout Ward 60",74,13.0456,77.6356,"medium","escalated",2024-02-20,,
3027,"roads","repair","Multiple potholes on Basavanagudi road","Multiple potholes on Basavanagudi road. Vehicle damage risk.","Basavanagudi Ward 51",75,12.9070,77.5409,"medium","pending",2024-11-05,,
3028,"electricity","transformer","Power cuts 5 times daily in Kammanahalli","Power cuts 5 times daily in Kammanahalli. Work disruption.","Kammanahalli Ward 96",63,13.1049,77.4565,"medium","resolved",2024-07-31,2024-08-03,73
3029,"electricity","outage","Street lights not working in Vijayanagar for 5 days","Street lights not working in Vijayanagar for 5 days. Safety concern.","Vijayanagar Ward 141",134,13.0825,77.7108,"medium","escalated",2024-10-09,,
3030,"roads","flooding","Road surface damaged in Hebbal","Road surface damaged in Hebbal. Needs resurfacing.","Hebbal Ward 27",167,12.8465,77.5634,"medium","pending",2024-12-23,,
3031,"electricity","streetlight","Street lights not working in Marathahalli for 2 days","Street lights not working in Marathahalli for 2 days. Safety concern.","Marathahalli Ward 109",27,13.0695,77.7038,"medium","resolved",2024-05-07,2024-05-09,47
3032,"water","quality","Water meter malfunction in Hebbal","Water meter malfunction in Hebbal. Billing discrepancy issues.","Hebbal Ward 28",50,13.0472,77.6196,"medium","escalated",2024-02-24,,
3033,"electricity","outage","Voltage fluctuations damaging electronics in Jayanagar","Voltage fluctuations damaging electronics in Jayanagar.","Jayanagar Ward 181",157,13.0517,77.5778,"medium","escalated",2024-02-18,,
3034,"roads","flooding","Multiple potholes on RT Nagar road","Multiple potholes on RT Nagar road. Vehicle damage risk.","RT Nagar Ward 30",178,13.0207,77.5347,"medium","in-progress",2024-11-01,,
3035,"electricity","billing","Power cuts 7 times daily in Koramangala","Power cuts 7 times daily in Koramangala. Work disruption.","Koramangala Ward 186",68,12.9564,77.6043,"medium","in-progress",2024-03-14,,
3036,"water","pressure","Low water pressure in Malleshwaram during morning hours","Low water pressure in Malleshwaram during morning hours. Difficulty filling tanks.","Malleshwaram Ward 24",52,12.9130,77.6048,"medium","in-progress",2024-02-24,,
3037,"electricity","streetlight","Electric pole damaged near school","Electric pole damaged near school. Needs repair.","Malleshwaram Ward 29",81,13.1039,77.5640,"medium","escalated",2024-05-09,,
3038,"electricity","outage","Electric pole damaged near commercial center","Electric pole damaged near commercial center. Needs repair.","RT Nagar Ward 59",150,12.9867,77.6918,"medium","in-progress",2024-06-20,,
3039,"water","supply","Water meter malfunction in CV Raman Nagar","Water meter malfunction in CV Raman Nagar. Billing discrepancy issues.","CV Raman Nagar Ward 154",126,13.0199,77.5798,"medium","escalated",2024-11-03,,
3040,"roads","flooding","Multiple potholes on RT Nagar road","Multiple potholes on RT Nagar road. Vehicle damage risk.","RT Nagar Ward 52",146,13.0740,77.5096,"medium","in-progress",2024-12-08,,
3041,"water","leakage","Irregular water supply schedule in HSR Layout","Irregular water supply schedule in HSR Layout. Request for timely supply.","HSR Layout Ward 81",199,12.9858,77.7037,"medium","pending",2024-06-22,,
